Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
            150	        71	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101cf0 x26=0x00101cf4
            154	        73	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101cf4
            160	        76	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101cf4  x0:0x00000000 PA:0x00101cf4 store:0x00000000 load:0x00000000
            162	        77	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101cf4 x26=0x00101cf8
            166	        79	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101cf8
            172	        82	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101cf8  x0:0x00000000 PA:0x00101cf8 store:0x00000000 load:0x00000000
            174	        83	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101cf8 x26=0x00101cfc
            178	        85	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101cfc
            184	        88	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101cfc  x0:0x00000000 PA:0x00101cfc store:0x00000000 load:0x00000000
            186	        89	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101cfc x26=0x00101d00
            190	        91	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d00
            196	        94	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d00  x0:0x00000000 PA:0x00101d00 store:0x00000000 load:0x00000000
            198	        95	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d00 x26=0x00101d04
            202	        97	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d04
            208	       100	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d04  x0:0x00000000 PA:0x00101d04 store:0x00000000 load:0x00000000
            210	       101	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d04 x26=0x00101d08
            214	       103	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d08
            220	       106	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d08  x0:0x00000000 PA:0x00101d08 store:0x00000000 load:0x00000000
            222	       107	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d08 x26=0x00101d0c
            226	       109	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d0c
            232	       112	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d0c  x0:0x00000000 PA:0x00101d0c store:0x00000000 load:0x00000000
            234	       113	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d0c x26=0x00101d10
            238	       115	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d10
            244	       118	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d10  x0:0x00000000 PA:0x00101d10 store:0x00000000 load:0x00000000
            246	       119	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d10 x26=0x00101d14
            250	       121	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d14
            256	       124	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d14  x0:0x00000000 PA:0x00101d14 store:0x00000000 load:0x00000000
            258	       125	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d14 x26=0x00101d18
            262	       127	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d18
            268	       130	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d18  x0:0x00000000 PA:0x00101d18 store:0x00000000 load:0x00000000
            270	       131	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d18 x26=0x00101d1c
            274	       133	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d1c
            280	       136	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d1c  x0:0x00000000 PA:0x00101d1c store:0x00000000 load:0x00000000
            282	       137	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d1c x26=0x00101d20
            286	       139	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d20
            292	       142	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d20  x0:0x00000000 PA:0x00101d20 store:0x00000000 load:0x00000000
            294	       143	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d20 x26=0x00101d24
            298	       145	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d24
            304	       148	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d24  x0:0x00000000 PA:0x00101d24 store:0x00000000 load:0x00000000
            306	       149	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d24 x26=0x00101d28
            310	       151	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d28
            316	       154	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d28  x0:0x00000000 PA:0x00101d28 store:0x00000000 load:0x00000000
            318	       155	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d28 x26=0x00101d2c
            322	       157	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d2c
            328	       160	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d2c  x0:0x00000000 PA:0x00101d2c store:0x00000000 load:0x00000000
            330	       161	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d2c x26=0x00101d30
            334	       163	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d30
            340	       166	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d30  x0:0x00000000 PA:0x00101d30 store:0x00000000 load:0x00000000
            342	       167	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d30 x26=0x00101d34
            346	       169	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d34
            352	       172	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d34  x0:0x00000000 PA:0x00101d34 store:0x00000000 load:0x00000000
            354	       173	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d34 x26=0x00101d38
            358	       175	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d38
            364	       178	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d38  x0:0x00000000 PA:0x00101d38 store:0x00000000 load:0x00000000
            366	       179	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d38 x26=0x00101d3c
            370	       181	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d3c
            376	       184	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d3c  x0:0x00000000 PA:0x00101d3c store:0x00000000 load:0x00000000
            378	       185	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d3c x26=0x00101d40
            382	       187	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d40
            388	       190	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d40  x0:0x00000000 PA:0x00101d40 store:0x00000000 load:0x00000000
            390	       191	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d40 x26=0x00101d44
            394	       193	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d44
            400	       196	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d44  x0:0x00000000 PA:0x00101d44 store:0x00000000 load:0x00000000
            402	       197	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d44 x26=0x00101d48
            406	       199	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d48
            412	       202	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101d48  x0:0x00000000 PA:0x00101d48 store:0x00000000 load:0x00000000
            414	       203	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101d48 x26=0x00101d4c
            416	       204	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101d48 x26:0x00101d4c
            418	       205	00100f4c	00000513	addi	x10,x0,0	  x0:0x00000000 x10=0x00000000
            420	       206	00100f50	00000593	addi	x11,x0,0	  x0:0x00000000 x11=0x00000000
            424	       208	00100f54	01c000ef	jal	x1,100f70	  x1=0x00100f58
            426	       209	00100f70	fa010113	addi	x2,x2,-96	  x2:0x00138000  x2=0x00137fa0
            428	       210	00100f74	00000513	addi	x10,x0,0	  x0:0x00000000 x10=0x00000000
            432	       212	00100f78	04112e23	sw	x1,92(x2)	  x2:0x00137fa0  x1:0x00100f58 PA:0x00137ffc store:0x00100f58 load:0x00000000
            436	       214	00100f7c	04812c23	sw	x8,88(x2)	  x2:0x00137fa0  x8:0x00000000 PA:0x00137ff8 store:0x00000000 load:0x00000000
            440	       216	00100f80	04912a23	sw	x9,84(x2)	  x2:0x00137fa0  x9:0x00000000 PA:0x00137ff4 store:0x00000000 load:0x00000000
            444	       218	00100f84	05212823	sw	x18,80(x2)	  x2:0x00137fa0 x18:0x00000000 PA:0x00137ff0 store:0x00000000 load:0x00000000
            448	       220	00100f88	05412423	sw	x20,72(x2)	  x2:0x00137fa0 x20:0x00000000 PA:0x00137fe8 store:0x00000000 load:0x00000000
            452	       222	00100f8c	03712e23	sw	x23,60(x2)	  x2:0x00137fa0 x23:0x00000000 PA:0x00137fdc store:0x00000000 load:0x00000000
            466	       229	00100f90	03912a23	sw	x25,52(x2)	  x2:0x00137fa0 x25:0x00000000 PA:0x00137fd4 store:0x00000000 load:0x00000000
            468	       230	00100f94	00812e27	fsw	f8,28(x2)	  f2:0x00137fa0  f8:0x00000000 PA:0x00137fbc store:0x00000000 load:0x00000000
            470	       231	00100f98	00912c27	fsw	f9,24(x2)	  f2:0x00137fa0  f9:0x00000000 PA:0x00137fb8 store:0x00000000 load:0x00000000
            472	       232	00100f9c	01212a27	fsw	f18,20(x2)	  f2:0x00137fa0 f18:0x00000000 PA:0x00137fb4 store:0x00000000 load:0x00000000
            474	       233	00100fa0	01312827	fsw	f19,16(x2)	  f2:0x00137fa0 f19:0x00000000 PA:0x00137fb0 store:0x00000000 load:0x00000000
            476	       234	00100fa4	05312623	sw	x19,76(x2)	  x2:0x00137fa0 x19:0x00000000 PA:0x00137fec store:0x00000000 load:0x00000000
            478	       235	00100fa8	05512223	sw	x21,68(x2)	  x2:0x00137fa0 x21:0x00000000 PA:0x00137fe4 store:0x00000000 load:0x00000000
            480	       236	00100fac	05612023	sw	x22,64(x2)	  x2:0x00137fa0 x22:0x00000000 PA:0x00137fe0 store:0x00000000 load:0x00000000
            482	       237	00100fb0	03812c23	sw	x24,56(x2)	  x2:0x00137fa0 x24:0x00000000 PA:0x00137fd8 store:0x00000000 load:0x00000000
            484	       238	00100fb4	03a12823	sw	x26,48(x2)	  x2:0x00137fa0 x26:0x00101d4c PA:0x00137fd0 store:0x00101d4c load:0x00000000
            498	       245	00100fb8	03b12623	sw	x27,44(x2)	  x2:0x00137fa0 x27:0x00101d48 PA:0x00137fcc store:0x00101d48 load:0x00000000
            500	       246	00100fbc	01412627	fsw	f20,12(x2)	  f2:0x00137fa0 f20:0x00000000 PA:0x00137fac store:0x00000000 load:0x00000000
            502	       247	00100fc0	01512427	fsw	f21,8(x2)	  f2:0x00137fa0 f21:0x00000000 PA:0x00137fa8 store:0x00000000 load:0x00000000
            504	       248	00100fc4	c9cff0ef	jal	x1,100460	  x1=0x00100fc8
            506	       249	00100460	00153513	sltiu	x10,x10,1	 x10:0x00000000 x10=0x00000001
            508	       250	00100464	40a002b3	sub	x5,x0,x10	  x0:0x00000000 x10:0x00000001  x5=0xffffffff
            510	       251	00100468	32029073	csrrw	x0,mcountinhibit,x5	  x5:0xffffffff  x0=0x00000000
            512	       252	0010046c	00008067	jalr	x0,0(x1)	  x1:0x00100fc8  x0=0x00000000
            514	       253	00100fc8	b98ff0ef	jal	x1,100360	  x1=0x00100fcc
            516	       254	00100360	b0201073	csrrw	x0,minstret,x0	  x0:0x00000000  x0=0x00000000
            518	       255	00100364	b0001073	csrrw	x0,mcycle,x0	  x0:0x00000000  x0=0x00000000
            520	       256	00100368	b0301073	csrrw	x0,mhpmcounter3,x0	  x0:0x00000000  x0=0x00000000
            522	       257	0010036c	b0401073	csrrw	x0,mhpmcounter4,x0	  x0:0x00000000  x0=0x00000000
            524	       258	00100370	b0501073	csrrw	x0,mhpmcounter5,x0	  x0:0x00000000  x0=0x00000000
            526	       259	00100374	b0601073	csrrw	x0,mhpmcounter6,x0	  x0:0x00000000  x0=0x00000000
            528	       260	00100378	b0701073	csrrw	x0,mhpmcounter7,x0	  x0:0x00000000  x0=0x00000000
            530	       261	0010037c	b0801073	csrrw	x0,mhpmcounter8,x0	  x0:0x00000000  x0=0x00000000
            532	       262	00100380	b0901073	csrrw	x0,mhpmcounter9,x0	  x0:0x00000000  x0=0x00000000
            534	       263	00100384	b0a01073	csrrw	x0,mhpmcounter10,x0	  x0:0x00000000  x0=0x00000000
            536	       264	00100388	b0b01073	csrrw	x0,mhpmcounter11,x0	  x0:0x00000000  x0=0x00000000
            538	       265	0010038c	b0c01073	csrrw	x0,mhpmcounter12,x0	  x0:0x00000000  x0=0x00000000
            540	       266	00100390	b0d01073	csrrw	x0,mhpmcounter13,x0	  x0:0x00000000  x0=0x00000000
            542	       267	00100394	b0e01073	csrrw	x0,mhpmcounter14,x0	  x0:0x00000000  x0=0x00000000
            544	       268	00100398	b0f01073	csrrw	x0,mhpmcounter15,x0	  x0:0x00000000  x0=0x00000000
            546	       269	0010039c	b1001073	csrrw	x0,mhpmcounter16,x0	  x0:0x00000000  x0=0x00000000
            548	       270	001003a0	b1101073	csrrw	x0,mhpmcounter17,x0	  x0:0x00000000  x0=0x00000000
            550	       271	001003a4	b1201073	csrrw	x0,mhpmcounter18,x0	  x0:0x00000000  x0=0x00000000
            552	       272	001003a8	b1301073	csrrw	x0,mhpmcounter19,x0	  x0:0x00000000  x0=0x00000000
            554	       273	001003ac	b1401073	csrrw	x0,mhpmcounter20,x0	  x0:0x00000000  x0=0x00000000
            556	       274	001003b0	b1501073	csrrw	x0,mhpmcounter21,x0	  x0:0x00000000  x0=0x00000000
            558	       275	001003b4	b1601073	csrrw	x0,mhpmcounter22,x0	  x0:0x00000000  x0=0x00000000
            560	       276	001003b8	b1701073	csrrw	x0,mhpmcounter23,x0	  x0:0x00000000  x0=0x00000000
            562	       277	001003bc	b1801073	csrrw	x0,mhpmcounter24,x0	  x0:0x00000000  x0=0x00000000
            564	       278	001003c0	b1901073	csrrw	x0,mhpmcounter25,x0	  x0:0x00000000  x0=0x00000000
            566	       279	001003c4	b1a01073	csrrw	x0,mhpmcounter26,x0	  x0:0x00000000  x0=0x00000000
            568	       280	001003c8	b1b01073	csrrw	x0,mhpmcounter27,x0	  x0:0x00000000  x0=0x00000000
            570	       281	001003cc	b1c01073	csrrw	x0,mhpmcounter28,x0	  x0:0x00000000  x0=0x00000000
            572	       282	001003d0	b1d01073	csrrw	x0,mhpmcounter29,x0	  x0:0x00000000  x0=0x00000000
            574	       283	001003d4	b1e01073	csrrw	x0,mhpmcounter30,x0	  x0:0x00000000  x0=0x00000000
            576	       284	001003d8	b1f01073	csrrw	x0,mhpmcounter31,x0	  x0:0x00000000  x0=0x00000000
            578	       285	001003dc	b8201073	csrrw	x0,minstreth,x0	  x0:0x00000000  x0=0x00000000
            580	       286	001003e0	b8001073	csrrw	x0,mcycleh,x0	  x0:0x00000000  x0=0x00000000
            582	       287	001003e4	b8301073	csrrw	x0,mhpmcounter3h,x0	  x0:0x00000000  x0=0x00000000
            584	       288	001003e8	b8401073	csrrw	x0,mhpmcounter4h,x0	  x0:0x00000000  x0=0x00000000
            586	       289	001003ec	b8501073	csrrw	x0,mhpmcounter5h,x0	  x0:0x00000000  x0=0x00000000
            588	       290	001003f0	b8601073	csrrw	x0,mhpmcounter6h,x0	  x0:0x00000000  x0=0x00000000
            590	       291	001003f4	b8701073	csrrw	x0,mhpmcounter7h,x0	  x0:0x00000000  x0=0x00000000
            592	       292	001003f8	b8801073	csrrw	x0,mhpmcounter8h,x0	  x0:0x00000000  x0=0x00000000
            594	       293	001003fc	b8901073	csrrw	x0,mhpmcounter9h,x0	  x0:0x00000000  x0=0x00000000
            596	       294	00100400	b8a01073	csrrw	x0,mhpmcounter10h,x0	  x0:0x00000000  x0=0x00000000
            598	       295	00100404	b8b01073	csrrw	x0,mhpmcounter11h,x0	  x0:0x00000000  x0=0x00000000
            600	       296	00100408	b8c01073	csrrw	x0,mhpmcounter12h,x0	  x0:0x00000000  x0=0x00000000
            602	       297	0010040c	b8d01073	csrrw	x0,mhpmcounter13h,x0	  x0:0x00000000  x0=0x00000000
            604	       298	00100410	b8e01073	csrrw	x0,mhpmcounter14h,x0	  x0:0x00000000  x0=0x00000000
            606	       299	00100414	b8f01073	csrrw	x0,mhpmcounter15h,x0	  x0:0x00000000  x0=0x00000000
            608	       300	00100418	b9001073	csrrw	x0,mhpmcounter16h,x0	  x0:0x00000000  x0=0x00000000
            610	       301	0010041c	b9101073	csrrw	x0,mhpmcounter17h,x0	  x0:0x00000000  x0=0x00000000
            612	       302	00100420	b9201073	csrrw	x0,mhpmcounter18h,x0	  x0:0x00000000  x0=0x00000000
            614	       303	00100424	b9301073	csrrw	x0,mhpmcounter19h,x0	  x0:0x00000000  x0=0x00000000
            616	       304	00100428	b9401073	csrrw	x0,mhpmcounter20h,x0	  x0:0x00000000  x0=0x00000000
            618	       305	0010042c	b9501073	csrrw	x0,mhpmcounter21h,x0	  x0:0x00000000  x0=0x00000000
            620	       306	00100430	b9601073	csrrw	x0,mhpmcounter22h,x0	  x0:0x00000000  x0=0x00000000
            622	       307	00100434	b9701073	csrrw	x0,mhpmcounter23h,x0	  x0:0x00000000  x0=0x00000000
            624	       308	00100438	b9801073	csrrw	x0,mhpmcounter24h,x0	  x0:0x00000000  x0=0x00000000
            626	       309	0010043c	b9901073	csrrw	x0,mhpmcounter25h,x0	  x0:0x00000000  x0=0x00000000
            628	       310	00100440	b9a01073	csrrw	x0,mhpmcounter26h,x0	  x0:0x00000000  x0=0x00000000
            630	       311	00100444	b9b01073	csrrw	x0,mhpmcounter27h,x0	  x0:0x00000000  x0=0x00000000
            632	       312	00100448	b9c01073	csrrw	x0,mhpmcounter28h,x0	  x0:0x00000000  x0=0x00000000
            634	       313	0010044c	b9d01073	csrrw	x0,mhpmcounter29h,x0	  x0:0x00000000  x0=0x00000000
            636	       314	00100450	b9e01073	csrrw	x0,mhpmcounter30h,x0	  x0:0x00000000  x0=0x00000000
            638	       315	00100454	b9f01073	csrrw	x0,mhpmcounter31h,x0	  x0:0x00000000  x0=0x00000000
            640	       316	00100458	00008067	jalr	x0,0(x1)	  x1:0x00100fcc  x0=0x00000000
            642	       317	00100fcc	00100513	addi	x10,x0,1	  x0:0x00000000 x10=0x00000001
            644	       318	00100fd0	c90ff0ef	jal	x1,100460	  x1=0x00100fd4
            646	       319	00100460	00153513	sltiu	x10,x10,1	 x10:0x00000001 x10=0x00000000
            648	       320	00100464	40a002b3	sub	x5,x0,x10	  x0:0x00000000 x10:0x00000000  x5=0x00000000
            650	       321	00100468	32029073	csrrw	x0,mcountinhibit,x5	  x5:0x00000000  x0=0x00000000
            654	       323	0010046c	00008067	jalr	x0,0(x1)	  x1:0x00100fd4  x0=0x00000000
            656	       324	00100fd4	00102537	lui	x10,0x102	 x10=0x00102000
            658	       325	00100fd8	9a850513	addi	x10,x10,-1624	 x10:0x00102000 x10=0x001019a8
            662	       327	00100fdc	8c4ff0ef	jal	x1,1000a0	  x1=0x00100fe0
            666	       329	001000a0	00054803	lbu	x16,0(x10)	 x10:0x001019a8 x16=0x00000048 PA:0x001019a8 store:0x00000000
            668	       330	001000a4	06080663	beq	x16,x0,100110	 x16:0x00000048  x0:0x00000000
            670	       331	001000a8	000207b7	lui	x15,0x20	 x15=0x00020000
            674	       333	001000ac	0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x00000048 PA:0x00020000 store:0x00000048 load:0x00000000
            678	       335	001000b0	00154703	lbu	x14,1(x10)	 x10:0x001019a8 x14=0x00000065 PA:0x001019a9 store:0x00100fe0
            680	       336	001000b4	04070e63	beq	x14,x0,100110	 x14:0x00000065  x0:0x00000000
            684	       338	001000b8	00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000065 PA:0x00020000 store:0x00000065 load:0x00000000
            688	       340	001000bc	00254283	lbu	x5,2(x10)	 x10:0x001019a8  x5=0x0000006c PA:0x001019aa store:0x00137fa0
            690	       341	001000c0	04028863	beq	x5,x0,100110	  x5:0x0000006c  x0:0x00000000
            694	       343	001000c4	0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x0000006c PA:0x00020000 store:0x0000006c load:0x00000000
            698	       345	001000c8	00354303	lbu	x6,3(x10)	 x10:0x001019a8  x6=0x0000006c PA:0x001019ab store:0x00000000
            700	       346	001000cc	04030263	beq	x6,x0,100110	  x6:0x0000006c  x0:0x00000000
            704	       348	001000d0	0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x0000006c PA:0x00020000 store:0x0000006c load:0x00000000
            708	       350	001000d4	00454383	lbu	x7,4(x10)	 x10:0x001019a8  x7=0x0000006f PA:0x001019ac store:0x00000000
            710	       351	001000d8	02038c63	beq	x7,x0,100110	  x7:0x0000006f  x0:0x00000000
            714	       353	001000dc	0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x0000006f PA:0x00020000 store:0x0000006f load:0x00000000
            718	       355	001000e0	00554583	lbu	x11,5(x10)	 x10:0x001019a8 x11=0x00000020 PA:0x001019ad store:0x0000006c
            720	       356	001000e4	02058663	beq	x11,x0,100110	 x11:0x00000020  x0:0x00000000
            724	       358	001000e8	00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
            728	       360	001000ec	00654603	lbu	x12,6(x10)	 x10:0x001019a8 x12=0x00000073 PA:0x001019ae store:0x0000006c
            730	       361	001000f0	02060063	beq	x12,x0,100110	 x12:0x00000073  x0:0x00000000
            734	       363	001000f4	00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000073 PA:0x00020000 store:0x00000073 load:0x00000000
            738	       365	001000f8	00754683	lbu	x13,7(x10)	 x10:0x001019a8 x13=0x00000069 PA:0x001019af store:0x0000006f
            740	       366	001000fc	00850513	addi	x10,x10,8	 x10:0x001019a8 x10=0x001019b0
            742	       367	00100100	00068863	beq	x13,x0,100110	 x13:0x00000069  x0:0x00000000
